36,3,312.11,0.0,388.02,105.11,1,1,1.0
36,5,168.74,57.67,134.86,61.03,1,1,1.0
36,6,543.9,417.2,402.32000000000005,122.80000000000001,1,1,1.0
36,7,613.26,108.9,231.24,100.5,1,1,1.0
37,2,97.1,0.01,220.98999999999998,67.17999999999999,1,1,1.0
37,3,312.06,0.0,388.07,105.06,1,1,1.0
37,5,156.31,51.5,129.89,66.0,1,1,1.0
37,6,623.4,449.5,336.6,88.01999999999998,1,1,1.0
37,7,579.72,101.45,231.24,100.49999999999999,1,1,1.0
38,2,97.1,0.01,220.92999999999998,67.11999999999999,1,1,1.0
38,3,312.0,0.0,388.13,105.0,1,1,1.0
38,5,140.17,46.53,129.88000000000002,66.0,1,1,1.0
38,6,732.7,483.0,227.29999999999995,57.0,1,1,1.0
38,7,542.46,101.45,217.53999999999996,88.05,1,1,1.0
39,2,97.1,0.01,220.85999999999999,67.05,1,1,1.0
39,3,311.95,0.0,388.18,104.95,1,1,1.0
39,5,127.75,45.29,123.65,63.51,1,1,1.0
39,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
39,7,508.92,96.48,211.37999999999994,85.52,1,1,1.0
40,2,97.1,0.01,220.79999999999998,66.99,1,1,1.0
40,3,311.9,0.0,388.23,104.9,1,1,1.0
40,5,114.08,42.81,123.66000000000001,63.50999999999999,1,1,1.0
40,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
40,7,484.08,90.3,210.12000000000006,84.2,1,1,1.0
41,2,97.1,0.0,219.87000000000003,64.83,1,1,1.0
41,3,311.84,0.0,388.29,104.84,1,1,1.0
41,5,101.66,40.32,118.64000000000001,59.779999999999994,1,1,1.0
41,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
41,7,451.79,86.57,196.41000000000003,80.43,1,1,1.0
42,2,97.1,0.0,218.94000000000003,62.65,1,1,1.0
42,3,311.79,0.0,388.34,104.79,1,1,1.0
42,5,90.48,39.08,114.92,57.32000000000001,1,1,1.0
42,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
42,7,424.46,79.1,187.74000000000007,79.20000000000002,1,1,1.0
43,2,97.1,0.0,218.01000000000002,60.48,1,1,1.0
43,3,311.74,0.0,388.39,104.74,1,1,1.0
43,5,79.3,36.59,110.00000000000001,56.11,1,1,1.0
43,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
43,7,399.62,75.37,181.48000000000002,79.22999999999999,1,1,1.0
44,2,97.1,0.0,217.07000000000002,58.3,1,1,1.0
44,3,311.68,0.0,388.45,104.68,1,1,1.0
44,5,63.16,35.35,109.99000000000001,56.10999999999999,1,1,1.0
44,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
44,7,372.29,74.13,170.31,71.77000000000001,1,1,1.0
45,2,97.02,0.0,217.08000000000004,57.91,1,1,1.0
45,3,311.63,0.0,388.5,104.63,1,1,1.0
45,5,53.22,32.87,108.78,56.13,1,1,1.0
45,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
45,7,346.21,66.68,170.31,71.76999999999998,1,1,1.0
46,2,96.94,0.0,217.07999999999998,57.52,1,1,1.0
46,3,311.58,0.0,388.55,104.58,1,1,1.0
46,5,44.52,31.63,105.07999999999998,54.870000000000005,1,1,1.0
46,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
46,7,327.58,62.95,161.62,70.55,1,1,1.0
47,2,96.87,0.0,217.07,57.14,1,1,1.0
47,3,311.52,0.0,388.61,104.52,1,1,1.0
47,5,35.83,31.63,100.14,54.870000000000005,1,1,1.0
47,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
47,7,306.46,60.47,154.12,69.27000000000001,1,1,1.0
48,2,96.79,0.0,217.07,56.75,1,1,1.0
48,3,311.47,0.0,388.65999999999997,104.47,1,1,1.0
48,5,25.89,31.63,97.71,52.370000000000005,1,1,1.0
48,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
48,7,282.86,57.98,151.64,68.02000000000001,1,1,1.0
49,2,96.71,0.0,217.08000000000004,56.36,1,1,1.0
49,3,311.41,0.0,388.71999999999997,104.41,1,1,1.0
49,5,15.96,29.14,94.03999999999999,51.16,1,1,1.0
49,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
49,7,262.99,57.98,145.40999999999997,63.02,1,1,1.0
50,2,96.63,0.0,217.07999999999998,55.97,1,1,1.0
50,3,311.36,0.0,388.77,104.36,1,1,1.0
50,5,7.26,26.66,92.83999999999999,48.64,1,1,1.0
50,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
50,7,246.84,56.74,139.16,60.559999999999995,1,1,1.0
51,2,96.56,0.0,217.07,55.58,1,1,1.0
51,3,311.31,0.0,388.82,104.31,1,1,1.0
51,5,1.05,27.9,89.12,43.699999999999996,1,1,1.0
51,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
51,7,225.72,46.8,142.85999999999999,66.76,1,1,1.0
52,2,96.48,0.0,217.07,55.19,1,1,1.0
52,3,311.25,0.0,388.88,104.25,1,1,1.0
52,5,0.0,21.69,78.99,43.7,1,1,1.0
52,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
52,7,208.33,43.08,142.85999999999999,66.75,1,1,1.0
53,2,96.4,0.0,217.07000000000002,54.81,1,1,1.0
53,3,311.2,0.0,388.93,104.2,1,1,1.0
53,5,0.0,21.69,72.8,43.71000000000001,1,1,1.0
53,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
53,7,192.18,41.84,131.71999999999997,60.56,1,1,1.0
54,2,96.32,0.0,217.07999999999998,54.42,1,1,1.0
54,3,311.2,0.0,388.93,104.2,1,1,1.0
54,5,0.0,21.69,61.6,44.91,1,1,1.0
54,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
54,7,182.25,41.84,121.75,55.56,1,1,1.0
55,2,96.25,0.0,217.07,54.03,1,1,1.0
55,3,311.2,0.0,388.93,104.2,1,1,1.0
55,5,0.0,21.69,47.9,43.71000000000001,1,1,1.0
55,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
55,7,164.86,39.35,118.06,55.60999999999999,1,1,1.0
56,2,96.17,0.0,217.07,53.64,1,1,1.0
56,3,311.2,0.0,388.93,104.2,1,1,1.0
56,5,0.0,21.69,40.4,41.209999999999994,1,1,1.0
56,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
56,7,152.44,38.11,118.06,55.61,1,1,1.0
57,2,96.09,0.0,217.07000000000002,53.25,1,1,1.0
57,3,311.2,0.0,388.93,104.2,1,1,1.0
57,5,0.0,21.69,32.9,38.709999999999994,1,1,1.0
57,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
57,7,140.02,35.62,113.07999999999998,54.38,1,1,1.0
58,2,96.01,0.0,217.07999999999998,52.87,1,1,1.0
58,3,311.2,0.0,388.93,104.2,1,1,1.0
58,5,0.0,21.69,21.7,36.209999999999994,1,1,1.0
58,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
58,7,123.87,33.14,113.07999999999998,54.379999999999995,1,1,1.0
59,2,95.94,0.0,217.07,52.48,1,1,1.0
59,3,311.2,0.0,388.93,104.2,1,1,1.0
59,5,0.0,21.69,13.0,33.709999999999994,1,1,1.0
59,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
59,7,112.69,33.14,106.91,54.36,1,1,1.0
60,2,95.86,0.0,217.07,52.09,1,1,1.0
60,3,311.2,0.0,388.93,104.2,1,1,1.0
60,5,0.0,21.69,8.1,35.010000000000005,1,1,1.0
60,6,845.7,515.3,114.29999999999995,24.700000000000045,1,1,1.0
60,7,102.75,33.1,103.15,50.699999999999996,1,1,1.0
